,Name,Platform,Year,Genre,Publisher,Sales,region
9238,Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0.0,Other
9239,The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.01,Other
9241,Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0.01,Other
9242,Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0.0,Other
9243,Famista Returns,3DS,2015,Sports,Namco Bandai Games,0.0,Other
9246,Shining Soul,GBA,2002,Role-Playing,Atari,0.0,Other
9247,Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.01,Other
9248,The Amazing Race,Wii,2010,Misc,Ubisoft,0.01,Other
9250,Far Cry: Primal,PC,2016,Action,Ubisoft,0.01,Other
9252,Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.01,Other
9253,Dead Rising 2,PC,2010,Action,Capcom,0.01,Other
9254,Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.01,Other
9255,Happy Feet,Wii,2006,Action,Midway Games,0.01,Other
9256,In the Hunt,PS,1995,Shooter,THQ,0.01,Other
9257,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0.0,Other
9258,Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.01,Other
9259,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.0,Other
9260,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0.12,Other
9262,Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.02,Other
9263,Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.01,Other
9267,Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.01,Other
9269,Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.01,Other
9270,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.01,Other
9271,Football Manager 2014,PSV,2013,Sports,Sega,0.04,Other
9273,Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,0.02,Other
9274,MotoGP '06,X360,2006,Racing,THQ,0.01,Other
9276,7th Dragon,DS,2009,Role-Playing,Sega,0.0,Other
9280,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.02,Other
9281,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.01,Other
9283,Nitrobike,Wii,2008,Racing,Ubisoft,0.01,Other
9284,Magnetica,DS,2006,Puzzle,Nintendo,0.01,Other
9285,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0.0,Other
9286,UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.02,Other
9287,Hot Wheels: World Race,GBA,2003,Racing,THQ,0.0,Other
9289,Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,0.02,Other
9290,Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.01,Other
9292,Shining Resonance,PS3,2014,Role-Playing,Sega,0.0,Other
9293,World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.02,Other
9294,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.01,Other
9297,Apex,XB,2003,Racing,Atari,0.0,Other
9298,Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0.0,Other
9299,Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.0,Other
9300,Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.02,Other
9301,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.01,Other
9302,Open Season,DS,2006,Platform,Ubisoft,0.01,Other
9304,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0.01,Other
9305,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.01,Other
9311,Top Shot Arcade,Wii,2011,Shooter,Activision,0.01,Other
9312,Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.01,Other
9313,Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.01,Other
9315,Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.0,Other
9316,Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.01,Other
9317,Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.01,Other
9318,007: Quantum of Solace,DS,2008,Action,Activision,0.01,Other
9319,Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.02,Other
9320,ESPN MLB Baseball,XB,2004,Sports,Sega,0.0,Other
9321,NCIS,Wii,2011,Adventure,Ubisoft,0.01,Other
9322,Little League World Series Baseball 2009,DS,2009,Sports,Activision,0.01,Other
9323,Gladius,XB,2003,Strategy,Activision,0.0,Other
9325,Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.0,Other
9327,Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.01,Other
9328,Quick Yoga Training,DS,2008,Misc,Ubisoft,0.01,Other
9329,Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.01,Other
9330,Legendary,PS3,2008,Shooter,Atari,0.02,Other
9331,Spy Hunter 2,XB,2003,Racing,Midway Games,0.0,Other
9332,Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0.02,Other
9334,Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0.0,Other
9335,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.0,Other
9339,Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.01,Other
9341,MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.01,Other
9342,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.01,Other
9344,Bratz,GBA,2002,Platform,Ubisoft,0.0,Other
9346,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.02,Other
9351,Blade II,XB,2002,Action,Activision,0.0,Other
9352,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0.0,Other
9353,Baseball Advance,GBA,2002,Sports,Sega,0.0,Other
9354,Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.02,Other
9355,Retro Atari Classics,DS,2005,Misc,Atari,0.01,Other
9356,NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.01,Other
9357,Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0.0,Other
9358,Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.01,Other
9361,Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.02,Other
9365,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0.01,Other
9366,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,0.02,Other
9367,Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.0,Other
9369,Transformers: Devastation,XOne,2015,Action,Activision,0.01,Other
9371,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.01,Other
9372,WipeOut 3 The Game,WiiU,2012,Action,Activision,0.01,Other
9373,Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.02,Other
9374,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.01,Other
9375,Brain Assist,DS,2007,Misc,Sega,0.01,Other
9376,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.01,Other
9377,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.01,Other
9378,Space Camp,Wii,2009,Action,Activision,0.01,Other
9379,SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.02,Other
9380,Bakugan: Battle Trainer,DS,2010,Action,Activision,0.01,Other
9383,Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.01,Other
9384,Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0.0,Other
9386,NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.02,Other
9388,Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.01,Other
9389,James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.01,Other
9391,NBA Hoopz,PS,2001,Sports,Midway Games,0.01,Other
9394,MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,0.02,Other
9395,Castrol Honda Superbike Racing,PS,1998,Racing,THQ,0.01,Other
9396,History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.01,Other
9398,My Spanish Coach,PSP,2008,Misc,Ubisoft,0.01,Other
9399,Chessmaster,XB,2004,Misc,Ubisoft,0.0,Other
9400,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.01,Other
9402,Superman: The Man of Steel,XB,2002,Action,Atari,0.0,Other
9405,The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.01,Other
9406,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.01,Other
9407,NHL 2003,GC,2002,Sports,Electronic Arts,0.0,Other
9408,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.01,Other
9409,Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.01,Other
9411,Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0.0,Other
9412,Shining Force III,SAT,1997,Strategy,Sega,0.0,Other
9413,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0.0,Other
9414,Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0.0,Other
9415,WWE Survivor Series,GBA,2004,Fighting,THQ,0.0,Other
9416,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0.0,Other
9417,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0.0,Other
9419,Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.0,Other
9420,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.01,Other
9421,Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.01,Other
9423,Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.01,Other
9425,All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.01,Other
9426,Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.0,Other
9428,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.01,Other
9429,SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.01,Other
9430,Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.02,Other
9431,Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.01,Other
9432,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.01,Other
9434,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0.0,Other
9435,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.0,Other
9436,Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.02,Other
9439,Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0.0,Other
9441,Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.02,Other
9442,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0.0,Other
9443,Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.01,Other
9444,The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.01,Other
9445,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0.0,Other
9449,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.01,Other
9450,The Smurfs 2,X360,2013,Platform,Ubisoft,0.01,Other
9451,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.02,Other
9455,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.0,Other
9456,Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.02,Other
9457,The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0.0,Other
9458,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.0,Other
9461,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0.0,Other
9462,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.01,Other
9463,Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.01,Other
9464,Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.0,Other
9465,Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.01,Other
9466,Sally's Salon,DS,2008,Simulation,Capcom,0.01,Other
9469,NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,0.01,Other
9471,Hasbro Family Fun Pack,XOne,2015,Misc,Ubisoft,0.01,Other
9472,Shrek Smash n' Crash Racing,GC,2006,Racing,Activision,0.0,Other
9474,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.02,Other
9479,Sin and Punishment,N64,2000,Shooter,Nintendo,0.0,Other
9481,Castlevania: Legacy of Darkness,N64,1999,Platform,Konami Digital Entertainment,0.0,Other
9482,Just Dance: Disney Party,Wii,2012,Misc,Ubisoft,0.02,Other
9483,Cabela's Alaskan Adventure,X360,2006,Sports,Activision,0.01,Other
9484,Rango: The Video Game,X360,2011,Action,Electronic Arts,0.01,Other
9486,Sonic Riders,XB,2006,Racing,Sega,0.0,Other
9489,TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.02,Other
9490,Rally Fusion: Race of Champions,PS2,2002,Racing,Activision,0.02,Other
9491,Barbie and the Three Musketeers,DS,2009,Adventure,Activision,0.01,Other
9492,Secret Agent Clank,PSP,2008,Platform,Sony Computer Entertainment,0.02,Other
9493,The House of the Dead,SAT,1997,Shooter,Sega,0.0,Other
9494,DreamWorks Super Star Kartz,DS,2011,Racing,Activision,0.01,Other
9495,RealSports Volleyball,2600,1981,Sports,Atari,0.0,Other
9498,NightCaster,XB,2002,Action,Microsoft Game Studios,0.0,Other
9499,RollerCoaster Tycoon,XB,2003,Strategy,Atari,0.0,Other
9500,FIFA World Cup Germany 2006,GC,2006,Sports,Electronic Arts,0.0,Other
9501,Hitman 2: Silent Assassin,GC,2003,Action,Eidos Interactive,0.0,Other
9502,MLB 13: The Show,PSV,2013,Sports,Sony Computer Entertainment,0.02,Other
9503,Nicktoons: MLB,X360,2011,Sports,Take-Two Interactive,0.01,Other
9504,Digimon Racing,GBA,2004,Racing,Namco Bandai Games,0.0,Other
9505,Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.02,Other
9506,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.01,Other
9507,"Crouching Tiger, Hidden Dragon",PS2,2003,Action,Ubisoft,0.02,Other
9508,Last Bronx,SAT,1996,Fighting,Sega,0.0,Other
9512,Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,0.01,Other
9513,Whiplash,PS2,2003,Racing,Eidos Interactive,0.02,Other
9515,Backyard Sports Football: Rookie Rush,Wii,2010,Sports,Atari,0.01,Other
9519,Spider-Man: Battle for New York,DS,2006,Platform,Activision,0.01,Other
9520,Imagine: Fashion Designer,3DS,2011,Simulation,Ubisoft,0.01,Other
9521,Pop'n Music Portable,PSP,2010,Misc,Konami Digital Entertainment,0.0,Other
9523,Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.01,Other
9524,Otogi: Myth of Demons,XB,2002,Action,Sega,0.0,Other
9525,The Price is Right 2010 Edition,DS,2009,Misc,Ubisoft,0.01,Other
9527,Alter Echo,PS2,2003,Shooter,THQ,0.02,Other
9528,Walt Disney Pictures Presents: The Wild,GBA,2006,Platform,Disney Interactive Studios,0.0,Other
9534,Puyo Puyo!! 20th Anniversary,3DS,2011,Puzzle,Sega,0.0,Other
9535,Hour of Victory,X360,2007,Shooter,Midway Games,0.01,Other
9536,Namco Soccer Prime Goal,PS,1995,Sports,Sony Computer Entertainment,0.01,Other
9537,NBA 08,PS2,2007,Sports,Sony Computer Entertainment,0.02,Other
9538,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016,Action,Square Enix,0.0,Other
9539,Monster Hunter Frontier Online,X360,2010,Role-Playing,Capcom,0.0,Other
9540,Green Lantern: Rise of the Manhunters,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.01,Other
9543,Backyard Baseball '09,DS,2008,Sports,Atari,0.01,Other
9544,Puppies 3D,3DS,2011,Misc,Ubisoft,0.01,Other
9545,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005,Misc,Sega,0.0,Other
9547,Just Cause 2,PC,2010,Action,Square Enix,0.03,Other
9548,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004,Platform,Electronic Arts,0.0,Other
9550,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.0,Other
9551,LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.02,Other
9553,Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.01,Other
9555,Sega GT,DC,2000,Racing,Sega,0.0,Other
9556,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.01,Other
9559,Space Bust-A-Move,DS,2008,Puzzle,Square Enix,0.01,Other
9560,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.01,Other
9561,Gunstar Heroes,GEN,1992,Shooter,Sega,0.0,Other
9563,Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0.0,Other
9564,Shining Wind,PS2,2007,Role-Playing,Sega,0.0,Other
9565,Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.01,Other
9567,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.0,Other
9568,Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.01,Other
9569,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.01,Other
9571,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.02,Other
9572,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.01,Other
9574,Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0.0,Other
9575,Spartan: Total Warrior,XB,2005,Action,Sega,0.0,Other
9576,Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.01,Other
9578,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.02,Other
9580,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.0,Other
9581,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0.0,Other
9584,Advent Rising,XB,2005,Action,THQ,0.0,Other
9585,Surf Riders,PS,1999,Sports,Ubisoft,0.01,Other
9586,Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.02,Other
9591,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.01,Other
9592,Thor: God of Thunder,DS,2011,Action,Sega,0.01,Other
9594,The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.01,Other
9596,The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.01,Other
9597,Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.01,Other
9598,Fit in Six,PS3,2011,Sports,Ubisoft,0.01,Other
9599,Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.02,Other
9600,Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.01,Other
9602,SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.01,Other
9603,Deepak Chopra's Leela,X360,2011,Misc,THQ,0.01,Other
9607,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0.0,Other
9608,428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0.0,Other
9609,Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.0,Other
9611,Drome Racers,PS2,2002,Racing,Electronic Arts,0.02,Other
9612,X-Men: Next Dimension,GC,2002,Fighting,Activision,0.0,Other
9614,NCIS,PS3,2011,Adventure,Ubisoft,0.02,Other
9615,Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision,0.01,Other
9617,7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0.0,Other
9620,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.01,Other
9624,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.01,Other
9627,Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0.0,Other
9631,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.0,Other
9632,Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0.0,Other
9633,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.01,Other
9635,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.0,Other
9636,The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.02,Other
9638,Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.02,Other
9639,Mega Man X Collection,GC,2006,Misc,Capcom,0.0,Other
9640,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0.0,Other
9641,Dragon Ball: Origins,DS,2008,Action,Atari,0.01,Other
9642,Last Ranker,PSP,2010,Role-Playing,Capcom,0.0,Other
9643,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.0,Other
9644,Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.02,Other
9646,Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.01,Other
9648,Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0.0,Other
9649,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.0,Other
9650,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.01,Other
9652,Conduit 2,Wii,2011,Shooter,Sega,0.01,Other
9654,World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0.01,Other
9658,Monster Truck Madness,GBA,2003,Racing,THQ,0.0,Other
9659,Sonic Jam,SAT,1997,Platform,Sega,0.0,Other
9660,Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0.0,Other
9661,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.01,Other
9663,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.01,Other
9664,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.01,Other
9665,Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.0,Other
9666,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0.0,Other
9668,Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.01,Other
9670,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.01,Other
9671,Resident Evil,PS3,2006,Action,Capcom,0.0,Other
9672,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0.0,Other
9674,SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.01,Other
9675,Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.01,Other
9676,Sleeping Dogs,PC,2012,Action,Square Enix,0.02,Other
9677,Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.0,Other
9678,Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.01,Other
9679,After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0.03,Other
9680,Lego Star Wars: The Force Awakens,PS3,2016,Action,Warner Bros. Interactive Entertainment,0.02,Other
9681,Worms 3D,PS2,2003,Strategy,Sega,0.02,Other
9683,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0.0,Other
9684,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.01,Other
9685,Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.01,Other
9686,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0.0,Other
9690,Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.0,Other
